1	3377	9
2	2723	5
2	1305	10
2	1810	10
4	710	5
4	128	5
4	3871	5
4	3102	4
6	3603	6
7	3566	10
8	3157	9
8	2600	3
8	2591	5
8	610	10
9	1417	10
11	3203	6
11	3813	9
11	3871	6
12	3339	8
12	3864	7
13	1508	9
13	1009	3
14	3560	9
14	888	8
14	3109	9
15	3078	7
16	310	10
16	1191	10
17	2131	10
17	948	10
17	2247	8
17	3964	10
18	1683	3
19	3892	10
20	3923	8
20	3337	10
20	3944	5
21	1303	9
22	993	7
22	435	5
22	3572	7
22	3354	5
23	1759	7
23	2603	10
23	32	8
23	1154	8
23	1180	10
23	1711	7
23	3595	8
23	2825	5
24	743	2
24	1108	5
25	3874	8
25	227	6
25	3578	7
25	2048	10
25	141	10
26	3955	5
26	3429	1
26	3872	8
26	3949	5
27	1327	9
27	2606	8
27	2189	9
27	3777	8
27	3318	7
27	2042	7
27	342	7
27	409	9
27	2124	8
29	2045	10
29	3285	10
29	879	9
29	2048	8
29	1933	10
29	1996	10
29	268	5
31	152	9
31	632	7
31	2822	8
31	3615	7
31	1898	9
31	1455	7
31	2783	10
31	1277	8
33	58	9
33	447	9
33	2124	7
33	3825	7
34	1143	9
34	2135	10
35	1720	9
35	2465	7
35	3657	8
35	1163	9
35	683	7
35	487	8
36	312	10
36	823	8
36	1282	8
36	3359	10
36	3384	10
36	321	10
36	2003	10
37	3938	10
38	2474	8
38	1236	8
39	568	8
39	525	9
41	57	9
41	3651	10
41	2807	7
41	1282	10
41	2726	7
43	4030	10
45	663	9
47	405	9
49	1486	7
49	1786	7
49	3371	5
52	3944	6
52	562	7
52	3363	6
53	2277	7
54	3189	8
56	2702	7
57	2645	4
57	309	10
58	659	4
58	1265	7
58	694	5
59	1262	7
59	1016	4
59	2166	8
59	3174	3
59	1302	8
59	3062	8
59	1892	8
59	2964	7
59	3799	10
59	2951	8
59	3506	8
59	3141	7
59	1690	8
59	1154	10
59	4030	10
59	2386	9
59	2115	5
59	1	5
59	2410	9
59	2164	8
59	1991	10
59	1426	8
59	3379	8
59	2280	8
59	852	8
59	106	8
59	1407	10
59	446	7
59	3674	9
59	1172	8
59	3994	8
59	133	8
59	681	10
59	1759	1
59	1041	8
59	2614	5
59	1943	6
59	2038	10
59	2568	10
59	333	8
59	87	9
59	3652	2
59	4032	1
59	2476	7
59	228	9
59	1574	8
59	3237	7
59	267	9
59	83	8
59	1825	10
59	1099	7
59	3303	8
59	1237	10
59	2194	8
59	1751	9
59	1276	8
59	1280	9
59	3160	6
59	2963	6
59	3662	6
59	39	8
59	1000	8
59	162	7
59	307	5
59	1918	10
59	1901	6
59	2391	8
59	559	8
59	1492	8
59	3530	10
59	255	10
59	1797	8
59	3496	8
59	2841	8
59	3973	9
59	1372	9
59	3390	7
59	3528	8
59	1307	8
59	352	10
59	766	10
59	3970	7
59	646	6
59	3402	8
59	1624	8
59	2315	6
59	1217	7
59	567	10
59	301	9
59	2537	9
59	2168	9
59	2727	6
59	1989	8
59	3257	5
59	2124	10
59	331	8
59	4050	8
59	1489	8
59	802	10
59	2781	5
59	3708	9
59	3955	9
59	2358	8
59	2110	7
59	2015	9
59	1849	8
59	3680	8
59	367	9
59	569	8
59	2819	10
59	229	7
59	2945	6
59	605	10
59	3473	6
59	1964	8
59	958	8
59	781	7
59	2089	10
59	1755	7
59	148	8
59	886	10
59	1290	8
59	2432	8
59	73	8
59	116	8
59	1447	8
59	2645	8
59	1210	8
59	1311	5
59	322	9
59	3668	8
59	3080	8
59	1573	5
59	2764	4
59	2558	4
59	2752	8
59	661	8
59	1816	8
61	3871	2
61	1729	6
62	3756	6
62	248	8
62	3800	9
62	3594	9
62	2797	7
62	3846	10
63	1145	8
65	1551	8
65	697	8
65	1128	9
65	1089	8
66	2451	4
68	3110	8
68	2124	9
69	1500	8
69	2541	7
69	1071	10
69	2554	8
69	914	8
69	2087	7
69	3287	8
69	1128	10
69	1185	9
69	1127	7
69	894	8
70	1603	8
70	3647	6
71	31	7
71	58	10
71	2108	9
71	3859	6
76	5	9
76	3612	8
76	543	9
77	617	10
77	1345	10
78	1501	5
78	2913	5
79	45	7
81	567	9
82	3126	7
83	460	3
83	2881	8
84	3062	10
84	1773	9
86	3208	7
88	3362	8
88	2671	8
88	365	10
88	1729	7
88	402	9
88	537	8
89	3432	7
89	253	8
89	2154	7
89	3403	9
89	2768	6
89	3352	9
89	2741	2
89	3174	9
89	2398	4
89	2080	5
89	2928	8
89	3580	9
89	719	8
89	1467	5
89	710	7
89	730	5
89	2644	8
89	3986	9
89	1617	6
89	2005	8
89	2795	5
89	37	9
89	2117	8
89	20	8
89	2387	10
90	3798	10
90	3517	8
90	3807	10
90	1932	10
92	2753	9
92	2889	9
93	3808	8
93	3806	7
94	1664	6
96	3049	8
96	3256	5
96	1228	8
97	3706	10
97	2821	4
97	1389	2
98	208	6
100	1149	8
101	1656	7
101	623	8
101	830	9
102	3037	8
102	426	5
102	978	8
103	2504	7
104	2574	9
105	2119	7
105	1554	9
105	1992	9
105	3127	7
105	1629	7
107	3740	10
108	2686	10
108	1304	8
108	3126	7
108	455	7
108	2480	5
108	385	9
108	2614	8
108	978	8
108	570	10
108	3144	8
108	462	8
108	1327	8
108	1569	7
108	1261	10
108	573	8
108	396	10
108	699	5
108	3129	9
109	3553	8
111	3861	1
111	1254	8
112	2290	8
112	95	7
112	2727	8
115	3359	10
115	2290	9
115	1968	9
115	662	10
117	2047	10
117	131	4
120	1817	8
120	984	8
121	2057	7
121	86	7
121	646	9
121	1285	10
121	3118	7
122	797	10
122	1209	8
122	385	8
122	817	10
122	1455	6
122	275	10
122	1745	5
122	1728	9
122	865	10
122	539	8
122	3386	9
122	2667	10
122	424	8
122	3350	10
122	1264	8
122	699	7
122	1948	8
123	2443	5
125	2035	8
125	1835	9
125	2809	9
126	897	7
126	563	10
126	817	10
126	3526	8
129	1343	9
130	3416	10
130	1359	5
130	1816	5
130	1309	5
130	830	10
130	2324	5
132	2570	9
134	2470	10
134	2990	8
135	3249	10
135	3186	9
138	1714	10
139	1726	8
141	3318	10
141	2082	8
141	2102	9
141	719	8
141	1507	10
141	1382	9
143	972	9
143	3879	8
144	1331	8
145	849	6
145	3550	8
145	1826	5
146	2296	8
149	927	7
150	571	10
150	1280	5
150	3939	10
151	2035	10
151	1627	10
151	718	8
154	2470	10
155	3808	9
155	58	7
155	2822	8
155	3801	8
155	2231	9
156	16	10
156	3387	9
156	1307	10
157	298	4
158	3130	10
161	3583	8
161	2399	8
162	1305	8
162	2913	8
162	1169	7
162	3532	8
162	500	7
163	1745	7
163	3372	7
164	2706	8
164	313	7
164	592	8
164	291	7
164	2426	7
164	662	6
164	1682	7
165	2464	8
165	1286	8
165	3592	10
165	2379	6
166	58	8
166	2215	8
166	753	5
166	251	8
166	277	9
166	738	7
167	899	8
167	888	8
168	1718	10
168	1420	10
168	700	8
168	3691	10
168	2245	8
168	3674	9
169	2184	7
171	395	9
172	95	10
172	731	9
172	2572	7
172	1720	8
172	3078	7
172	1114	5
173	2822	7
173	3796	8
174	2797	10
176	3380	9
176	3466	5
176	2623	10
176	3439	10
176	51	10
176	621	8
176	1401	10
176	3396	10
176	2051	10
176	2050	7
176	1421	10
176	3405	9
177	1828	9
178	2550	10
179	605	8
180	2320	10
180	1700	10
180	720	10
180	1131	10
180	2265	10
180	2337	9
180	1054	10
180	3488	10
180	3512	10
180	3078	10
180	2297	10
180	744	10
180	3525	10
180	1476	10
180	2195	10
180	1468	10
180	3260	10
181	2379	8
181	2466	8
182	2695	5
186	1866	8
186	3717	8
188	2137	9
188	3171	9
189	2343	8
190	3132	7
190	2279	8
190	2335	10
190	3159	9
190	1309	7
191	1846	10
193	3825	10
193	3796	2
194	770	9
194	405	7
195	4039	10
197	840	5
197	3126	10
197	2051	10
197	1468	5
197	2260	10
197	1503	4
197	1465	6
197	744	5
198	3191	7
198	992	8
198	835	8
199	3221	7
199	2211	7
199	3949	9
199	1957	3
199	1999	7
199	3075	7
199	1881	10
199	1338	2
199	3805	8
199	2291	8
199	3322	6
199	1480	7
199	3243	8
199	2187	7
199	103	7
200	278	10
201	1671	8
201	3804	9
201	3859	8
201	1722	8
203	992	10
203	3852	8
205	1842	9
205	3956	5
205	1660	5
205	3692	5
205	3657	5
205	2086	8
206	1240	7
206	1020	3
206	58	9
207	3662	10
207	1252	9
209	740	8
209	688	10
210	1202	8
210	2864	10
212	3878	8
212	1397	8
212	3942	8
214	992	10
214	177	7
214	3651	8
214	3381	8
215	1265	10
215	1759	8
215	3374	9
215	347	9
215	1285	7
216	2077	5
216	2749	8
216	717	8
216	2306	7
216	2304	10
216	646	5
216	1189	9
216	524	10
216	3954	5
217	652	9
217	1072	7
218	2073	5
218	3821	5
218	3768	10
218	2740	10
218	3505	5
218	1094	5
219	2936	7
219	3749	9
220	3582	8
220	3613	9
221	1284	5
221	1720	5
224	1518	8
224	2043	8
224	463	10
226	4011	10
228	869	7
229	2282	7
230	2915	10
232	978	6
232	2147	6
232	2108	6
233	432	10
233	1269	9
233	2554	10
233	2592	7
234	3763	10
234	3542	10
234	1954	10
235	2277	8
235	1397	8
235	166	8
235	671	7
235	3578	8
235	3477	9
236	4060	5
237	478	6
237	831	7
237	3662	5
240	3072	9
240	1827	9
240	1014	8
241	1341	7
244	3747	10
245	93	9
245	3872	9
245	1376	10
245	1014	8
245	1249	7
245	3031	9
246	2063	8
246	1796	9
246	3261	5
249	959	8
249	2080	8
249	2390	10
249	1302	4
249	1392	3
250	2135	6
250	3494	7
250	1016	8
252	3007	9
252	316	8
254	504	9
256	3125	8
256	1892	9
256	166	9
256	647	9
259	3942	5
259	465	7
259	417	9
260	2874	8
260	3738	9
260	1843	10
261	869	8
262	1759	9
262	2332	9
262	2960	9
262	2971	7
262	2223	10
263	3748	10
264	2862	7
265	2678	7
265	1817	9
265	1745	9
265	1504	8
265	2724	8
265	1489	8
266	110	8
266	1220	8
267	626	7
268	2725	8
268	1373	5
268	1690	10
268	1827	9
269	3113	7
270	2147	5
272	2042	6
272	3323	6
273	133	9
273	3598	8
273	1963	5
273	1308	9
274	2646	10
275	1064	8
278	2972	7
278	1450	8
282	902	9
284	2202	8
284	2215	8
284	2208	8
284	3757	6
284	1091	1
285	2238	10
285	1703	10
286	982	10
288	3315	9
288	3295	9
288	3817	8
289	3776	10
290	670	5
290	543	9
290	3747	7
290	3425	7
291	2113	10
292	922	5
292	1885	8
292	2743	7
293	394	8
293	2522	6
293	730	7
293	1180	5
293	1827	6
294	2505	10
294	1266	9
294	1724	10
294	3283	8
294	779	10
295	516	8
295	1640	8
295	2412	8
295	3095	7
295	3528	8
295	781	8
296	2266	10
297	3110	10
298	276	10
298	1298	8
299	372	5
300	1305	9
300	224	7
302	3448	8
305	2835	8
305	3796	7
306	1968	9
306	2669	9
306	651	10
306	3997	9
306	3524	8
307	325	10
308	2262	5
308	2063	9
308	2458	9
308	1541	5
308	3316	10
308	2988	10
308	2280	10
308	1907	5
308	1388	8
308	1510	9
308	718	9
308	3699	10
309	1875	8
309	424	6
310	1989	9
311	2667	10
311	290	10
314	1303	10
314	3616	9
314	750	7
316	374	8
316	3012	8
316	1265	7
318	2299	10
318	2480	8
318	3871	5
319	3397	6
319	1334	8
319	1891	7
319	1117	8
319	1146	7
320	852	9
321	3423	10
321	3634	8
322	3476	10
322	3363	10
322	2747	10
322	3318	10
330	2733	7
330	3048	8
331	2570	8
331	2298	9
331	1471	10
331	2729	10
331	2637	9
333	3954	10
333	3271	10
335	2279	10
336	562	7
338	1043	9
338	1053	8
338	1292	10
338	251	9
338	3352	7
338	792	8
338	1317	7
338	379	8
338	3646	7
338	2247	7
338	989	7
338	972	8
338	1100	6
338	3025	7
338	234	9
338	2434	9
338	61	9
338	3581	9
338	3345	9
338	3738	9
338	131	7
338	3371	7
339	3858	10
340	3291	9
340	2471	9
340	2752	9
340	3658	9
341	3622	10
342	3762	9
342	431	10
345	3871	7
345	1568	8
345	1594	9
346	1454	10
346	150	10
347	1318	8
347	1254	7
348	2933	5
349	3131	9
351	557	8
353	4023	8
353	3628	10
353	95	6
353	410	8
355	3341	6
355	699	8
355	1781	5
355	3382	8
356	554	8
356	780	9
356	362	10
357	3213	10
357	3699	10
357	2328	9
358	1440	10
359	1323	8
359	1317	8
362	3411	8
362	3025	7
362	3873	7
364	3292	8
365	1711	10
365	2977	4
365	840	8
366	3415	6
366	3040	6
366	2341	7
366	38	5
367	3423	4
367	699	9
370	2146	4
371	3220	10
371	3536	9
373	3413	4
373	2159	7
373	2256	9
374	1720	9
374	3433	8
374	1743	8
374	2084	9
375	1753	7
375	1565	7
375	396	9
375	3949	8
375	2755	8
375	2737	6
375	1778	10
375	2045	8
375	1575	5
375	1786	7
376	2770	10
377	3310	7
377	2150	8
377	47	9
377	1282	9
377	96	9
377	2611	8
377	3293	8
377	1239	6
377	663	8
377	2245	7
377	1349	9
377	304	8
377	3291	8
379	837	9
379	1673	6
380	42	7
380	1642	8
380	397	7
380	3546	7
381	542	9
381	2295	8
381	3406	8
381	3393	8
381	2274	8
382	535	5
382	2630	5
382	3162	7
384	3817	10
384	3113	10
384	3118	8
384	2498	9
385	1026	10
387	1724	1
387	1821	3
387	770	10
387	2625	9
388	1944	8
388	2832	7
388	2085	8
390	542	6
391	521	8
391	3884	9
391	1315	8
392	1602	7
392	1488	5
392	1805	7
393	417	8
400	1581	5
400	3911	7
401	919	6
401	871	5
402	1327	9
402	1305	7
405	2057	10
405	563	5
406	3702	7
407	2542	7
407	2779	6
407	2121	9
407	3648	10
407	321	8
407	2548	7
407	2242	9
407	2241	10
407	3675	10
409	2624	9
409	1805	7
409	3609	4
410	852	6
410	1236	8
410	1306	9
411	2893	10
411	3471	5
411	1425	10
411	1990	10
411	3085	10
411	2892	10
412	699	8
413	652	9
413	2733	5
413	3958	9
414	3942	5
414	3668	5
414	423	5
415	702	2
415	900	8
416	1337	10
416	3652	1
416	3560	10
416	2673	10
416	2451	8
416	96	10
416	249	10
416	3339	10
416	1357	10
416	354	10
417	419	8
417	113	8
417	105	9
417	587	9
417	3595	5
417	406	9
418	3390	9
418	825	9
419	3202	7
419	1624	6
420	2120	9
420	2735	6
420	2729	8
421	1131	9
421	1132	9
422	667	8
422	1075	8
422	3188	8
423	47	10
424	3114	10
425	1280	10
425	2681	7
425	1529	8
425	2888	9
425	2236	10
426	3232	10
426	2791	10
426	650	10
426	2570	10
426	1128	10
427	1201	7
427	1595	10
427	1254	8
427	2290	10
427	2468	10
427	1318	9
427	1664	7
428	3481	10
428	2438	10
428	1452	10
429	1745	5
430	3250	8
430	1983	7
430	3774	10
430	2308	7
430	3222	8
430	3548	7
430	1501	7
431	601	5
432	804	8
433	1390	10
434	318	8
434	3675	8
435	3717	8
436	646	9
436	3203	8
436	2752	10
436	697	9
437	646	8
438	604	7
438	2434	10
439	2951	10
439	417	8
439	1848	7
439	2140	8
440	2946	8
440	1729	9
444	1233	9
444	779	10
444	504	9
445	173	9
445	660	8
445	3025	9
445	3031	9
445	3845	10
446	646	8
446	3158	8
446	3086	8
446	3393	8
446	1532	8
446	3078	7
446	3429	10
449	1597	8
449	553	8
450	3702	9
452	2482	9
453	1981	6
453	1387	7
453	1	10
454	3011	9
455	696	10
455	1305	10
455	685	10
456	1718	7
456	2132	7
457	2082	10
457	2217	10
457	2831	5
457	2545	10
459	754	9
459	2807	9
460	1620	9
460	2784	7
460	2112	9
461	1026	8
461	3683	7
462	3620	8
462	700	7
462	341	8
462	390	8
462	1012	9
462	595	7
462	2470	7
463	2358	9
463	2370	8
463	487	8
463	1056	8
465	3826	10
465	54	7
465	4015	7
465	1099	8
466	1554	10
466	3811	10
467	2327	5
468	1734	7
468	1862	5
468	464	8
468	3447	4
469	2470	9
469	2476	7
470	0	8
470	1072	4
470	588	10
471	110	10
473	455	6
473	3335	5
475	2297	7
475	604	9
475	1745	8
475	2290	8
475	1528	7
475	2761	8
475	1513	8
475	1635	8
475	1268	8
475	1257	10
476	2625	10
476	3575	10
476	2736	10
476	979	10
477	2987	10
477	1016	10
477	1074	10
479	3494	6
480	3385	10
481	54	10
481	2461	9
482	1660	10
483	1946	8
483	2961	8
484	628	7
484	2702	8
484	3020	7
484	2671	9
484	3283	8
484	3873	9
484	3110	7
485	710	9
485	255	9
485	2507	8
485	1546	8
486	988	10
487	2191	7
487	2185	7
487	2119	8
489	1911	8
490	3481	8
491	1239	5
491	2147	7
491	2296	5
491	1217	7
491	1026	5
491	1003	7
491	96	9
491	44	8
491	1146	5
491	2586	9
491	1097	8
491	3684	5
491	1385	5
491	1312	8
491	3340	6
491	3615	6
491	156	6
491	3361	7
491	15	5
491	392	8
491	418	7
492	4033	8
493	2336	9
493	1013	8
493	3135	6
493	734	9
494	979	10
494	1311	5
496	2592	8
496	1772	6
496	2577	8
496	2709	7
497	965	10
497	104	10
499	134	9
499	3575	8
499	2376	8
499	903	8
500	3804	10
500	3799	9
501	148	5
502	3110	6
502	2619	8
502	806	7
503	3356	9
504	3983	10
505	1962	1
506	3581	9
506	2880	7
507	148	8
507	2258	10
508	3977	6
508	3490	7
510	1821	10
512	2964	5
513	3172	8
513	2256	7
513	3681	6
513	3369	5
514	1667	7
515	54	6
515	3279	9
515	2659	10
515	3213	9
515	3648	9
516	3940	9
518	154	10
519	2211	7
520	2682	8
520	2192	8
520	1516	6
523	321	8
523	2928	5
523	455	9
523	353	9
523	1816	7
523	3253	6
523	1330	10
523	3341	9
523	3620	5
523	2241	10
523	1526	8
523	270	9
523	556	8
523	1812	10
523	1238	10
523	1285	10
523	444	7
523	3669	6
523	3873	9
523	86	9
523	107	8
523	1462	10
523	2512	9
