0	2291	8
0	882	5
0	1413	9
0	2438	8
0	105	9
0	2434	9
0	3372	8
0	2419	7
1	2913	7
1	2966	7
1	2904	7
1	2911	7
1	3495	10
1	391	10
1	320	7
1	517	9
2	2592	6
2	2651	9
2	2604	8
2	7	10
2	2686	10
2	2752	10
2	3359	10
2	251	10
2	913	7
2	2880	10
2	3084	4
3	3570	8
3	539	8
3	406	8
3	2792	6
3	3243	8
3	275	8
3	400	6
3	150	8
3	3664	6
3	1318	7
4	2603	10
4	3408	8
4	2094	10
4	3412	5
4	3940	10
4	1369	5
4	730	5
4	3419	9
4	2406	4
4	2324	7
4	3668	10
5	1139	9
5	1631	7
5	3891	7
5	1991	7
5	2769	7
5	211	8
5	872	9
5	2584	9
5	3512	8
5	840	10
5	2028	8
5	884	6
5	1951	5
5	2891	8
5	523	5
5	1921	7
6	564	10
6	1769	6
6	762	10
7	385	10
7	3791	10
7	3865	10
7	1453	6
7	2881	8
7	3725	8
7	3618	8
7	3440	8
7	3771	9
7	2597	6
7	3564	10
7	646	5
7	3153	6
7	3787	10
8	682	10
8	405	8
8	403	5
8	618	10
8	2556	8
8	2548	8
8	2261	9
8	622	10
8	133	7
9	3153	10
9	2981	10
9	1307	5
9	2569	10
9	1816	10
9	518	10
9	1103	9
9	3089	8
9	162	8
9	2112	10
9	2980	10
9	2076	9
9	3721	8
9	1491	8
9	1753	10
9	757	9
9	3252	10
9	2384	9
9	2953	9
9	3718	8
9	1026	9
9	1640	4
9	3178	5
9	3513	9
9	2911	8
9	2967	10
9	842	9
10	1746	8
11	1618	5
11	1755	8
11	1963	6
11	3832	9
11	3385	10
11	3570	8
11	350	9
11	3965	7
11	1848	7
11	121	9
11	2062	8
11	1719	8
11	3952	7
11	114	8
11	3025	8
11	1034	9
11	1310	7
11	2150	9
11	1703	8
11	2103	7
12	3877	8
12	2446	8
12	755	7
12	1303	9
12	932	7
12	95	6
12	2659	7
12	417	5
12	3664	7
13	2141	8
13	2617	6
13	129	8
13	2470	7
13	3059	6
13	389	7
14	894	10
14	2419	10
14	442	10
14	1328	10
14	1216	10
14	1123	8
15	3201	7
15	1139	5
15	1685	10
15	3654	7
15	915	5
15	2299	10
15	911	7
15	3158	7
15	270	10
15	867	7
15	1610	8
16	3762	8
16	2884	9
16	381	10
16	2887	10
16	664	8
16	1247	10
16	768	7
16	646	7
16	2835	10
16	2889	10
16	1868	8
16	3564	10
16	453	8
17	577	10
17	2142	8
17	1365	9
17	2461	10
17	283	10
17	68	10
17	3954	10
17	995	10
17	413	9
17	1301	9
17	1249	10
17	15	10
17	1028	10
17	3626	9
17	3454	7
17	581	5
17	3408	10
17	732	10
17	1963	7
17	3410	5
17	2446	9
17	2474	10
17	291	10
17	3383	10
17	953	10
17	1281	10
17	98	10
17	965	10
17	3980	9
17	412	10
17	835	10
17	793	10
17	1227	9
17	1005	10
17	35	9
17	797	10
17	989	9
18	1099	8
18	565	10
18	1711	9
18	54	8
19	2849	10
19	3908	10
19	1931	10
19	1919	10
19	1934	10
19	2029	10
19	2153	10
19	1918	10
19	2007	10
19	1947	10
20	1279	10
20	3922	6
20	3315	8
20	3835	8
20	1146	9
20	1669	8
20	763	10
20	3370	9
20	3225	9
20	3314	7
20	2505	7
20	3357	10
20	132	8
20	945	7
20	2612	8
20	637	8
20	3830	9
20	3857	10
21	3575	9
21	2185	9
21	1331	8
21	1330	8
21	3088	8
21	563	7
22	3351	5
22	3389	7
22	991	8
22	2132	5
22	2121	5
22	409	5
22	1265	7
22	3986	6
22	437	7
22	3330	6
22	732	7
22	439	5
22	1007	7
22	15	6
22	3352	5
22	1319	7
22	1276	7
22	3980	7
22	3981	6
22	445	5
22	989	5
22	3359	8
22	3317	5
22	120	5
22	447	8
22	3410	8
22	444	7
22	114	6
22	1290	7
22	995	8
22	3408	8
22	460	5
22	990	7
22	2246	7
22	3825	8
22	1012	7
22	3368	6
23	1146	7
23	473	10
23	3143	10
23	3701	9
23	1359	10
23	972	7
23	2004	10
23	1039	10
23	1851	10
23	2612	9
23	3775	10
23	3440	7
23	2730	10
23	1866	10
23	742	8
23	314	9
23	327	8
23	1344	10
23	3060	8
23	1172	8
23	2238	10
23	3628	8
23	290	10
23	3333	7
23	1905	9
23	3178	10
23	2822	7
23	1280	7
23	1664	8
23	542	8
23	3617	10
23	1781	6
23	1009	4
23	8	8
23	3784	10
23	3788	10
23	3359	8
23	54	10
24	2732	5
24	1411	2
24	1719	9
24	2119	7
24	1581	7
24	3307	4
24	2765	9
24	2764	6
24	1056	3
25	3873	7
25	3025	7
25	1724	8
25	2896	8
25	986	9
25	3489	8
25	952	10
25	3492	5
25	2399	7
25	221	6
25	2312	10
25	1323	7
25	157	6
25	631	8
25	2859	7
25	1155	9
25	3358	7
25	1180	10
25	327	7
25	391	9
25	331	7
25	932	5
25	3653	6
25	131	10
25	340	6
25	2041	8
25	435	10
25	3699	8
25	397	6
25	603	6
25	500	7
25	333	7
25	823	8
25	3872	6
25	3769	10
25	1438	5
25	2082	9
25	166	9
25	2393	6
25	2690	10
25	3963	8
25	1327	6
26	133	8
26	455	7
26	3615	10
26	1729	9
26	1779	9
26	2090	9
26	342	8
26	3679	10
26	3620	8
26	2127	8
26	442	5
26	2630	8
26	3030	9
26	557	5
26	1280	10
26	2115	9
26	1559	8
26	2011	7
26	1722	10
26	2339	5
26	131	8
26	3021	9
27	3702	9
27	987	9
27	812	8
27	2242	8
27	3662	5
27	413	8
27	3872	9
27	95	8
27	3664	9
27	963	9
27	888	5
27	439	9
27	444	8
27	3990	8
27	1995	1
27	3302	9
27	3050	7
27	347	7
27	738	8
27	3359	7
27	777	8
27	2033	5
27	566	5
27	1591	8
27	989	8
27	1254	5
27	3229	7
27	3873	9
27	688	7
27	3342	7
27	1026	4
27	732	8
27	447	7
27	3860	6
27	3291	6
27	1021	7
27	992	7
27	519	6
27	93	2
27	2470	6
27	3352	9
27	1280	6
27	3333	7
27	794	7
27	104	9
27	2247	8
27	1293	9
27	2012	7
27	958	9
27	421	7
27	563	9
27	58	8
27	687	9
27	933	6
27	50	8
27	1220	9
27	131	9
27	1009	7
27	991	9
27	1249	4
27	122	8
27	3879	9
27	2057	2
27	2142	7
27	2288	8
27	3783	8
27	3976	6
27	562	8
28	2535	6
28	3576	8
28	418	2
28	845	10
28	1205	9
28	3552	8
28	3828	5
28	70	10
28	3584	9
28	891	7
28	1021	9
28	3615	10
28	3882	9
28	456	6
28	2958	8
28	1014	7
28	862	3
29	2074	9
29	2994	8
29	3940	7
29	1799	7
29	553	5
29	2005	8
29	2956	8
29	792	8
29	2989	7
29	3525	1
29	969	4
29	3144	9
29	3120	8
29	2086	9
29	2124	8
29	559	10
29	833	10
30	1848	8
30	1024	9
30	652	10
30	1452	10
30	2436	10
31	3764	7
31	2431	8
31	1910	7
31	1796	10
31	2202	8
31	3668	8
31	263	6
31	3941	7
31	1454	7
31	1402	7
31	2208	7
31	2499	8
31	1040	8
31	361	10
31	2438	8
31	3338	10
31	1555	8
31	347	8
31	1848	7
31	681	9
31	471	9
31	1331	7
31	713	9
31	1141	6
31	3212	8
31	1012	8
31	2651	10
31	3252	6
31	2429	9
31	2681	6
31	325	8
31	2764	6
31	624	7
31	1080	6
31	1929	7
31	699	8
31	737	7
31	3714	6
31	1753	9
31	2773	7
31	3664	9
31	725	6
31	2430	8
31	1816	8
31	2502	8
31	605	8
31	619	7
31	2656	8
31	1118	6
31	603	7
31	131	7
31	1130	6
31	2336	8
31	3793	8
31	233	8
